""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comment"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"exposure_material_1"	"exposure_material_2"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"ITM2A"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"ITM2A"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"TIGIT"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"TIGIT"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"CD2"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"CD2"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"NKG7"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"NKG7"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"GIMAP6"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"GIMAP6"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"CCL5"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"CCL5"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"PRKCQ"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"PRKCQ"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"CD28"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"CD28"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"CD247"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"CD247"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"GPR171"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"GPR171"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"LCK"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"LCK"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"RASGRP1"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"RASGRP1"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"SIT1"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"SIT1"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"ICOS"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"ICOS"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"RORA"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"RORA"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"UBASH3A"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"UBASH3A"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"ZAP70"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"ZAP70"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"ETS1"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"ETS1"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"EOMES"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"EOMES"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"ITK"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"ITK"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"NLRC3"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"NLRC3"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
