""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_agent_original"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"NLRP1"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"NLRP1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"PRCP"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"PRCP"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"RNF135"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"RNF135"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"FKTN"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"FKTN"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"ATF1"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"ATF1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"ALDOA"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"ALDOA"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"PMS2CL"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"PMS2CL"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"ALDH2"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"ALDH2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"NDRG3"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"NDRG3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"COMT"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"COMT"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"POLR2J3"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"POLR2J3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"KEAP1"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"KEAP1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"NCOA1"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"NCOA1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"ORAI2"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"ORAI2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"IL10RB"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"IL10RB"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"ANXA11"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"ANXA11"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"USP49"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"USP49"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"FYN"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"FYN"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"SLC25A20"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"SLC25A20"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"ADSS"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"ADSS"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"CALHM2"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"CALHM2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"CALCOCO1"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"CALCOCO1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"ECHDC3"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"ECHDC3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"SPG21"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"SPG21"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"MTMR4"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"MTMR4"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"KLF4"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"KLF4"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"PHC3"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"PHC3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"FAM193A"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"FAM193A"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"NLRP12"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"NLRP12"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
""	"20161025-hipciof_gene_26637961"	"2016.10.25"	"hipciof_gene_61"	"blood"	"CD14"	"gene expression"	"down"	"none"	"N/A"	"N/A"	"2012"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO_0004899"	""	"cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months)"	"time of vaccination (second dose)"	"adults (65+)"	"26637961"	"2015"	""	"Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months)"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4712333/"	"seniors"	"65"	""	"years"	"2"	"479"	"CD14"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26637961_479.txt"	"hipciof_gene_complete_26637961_479.txt"
