""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comment"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"signature_file"	"complete_signature_file"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"EGR2"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"EGR2"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"GUCY1A2"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"GUCY1A2"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"TRAF2"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"TRAF2"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"SLC31A2"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"SLC31A2"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"NMI"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"NMI"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"LYPD1"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"LYPD1"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"SLC4A2"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"SLC4A2"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"CLEC4A"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"CLEC4A"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"MMP25"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"MMP25"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"SCNN1G"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"SCNN1G"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"CCL3"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"CCL3"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"MMP9"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"MMP9"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"PLAC1"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"PLAC1"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"LAMB3"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"LAMB3"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"FGL2"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"FGL2"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"H1F0"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"H1F0"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"MYRF"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"C11orf9"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"ETV7"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"ETV7"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"PROCR"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"PROCR"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"SIK1"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"SNF1LK"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"CHST12"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"CHST12"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"RBCK1"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"C20orf18"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"SLURP1"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"SLURP1"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"PSME2"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"PSME2"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"IL15RA"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"IL15RA"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"LAP3"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"LAP3"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"VCAM1"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"VCAM1"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"APOL6"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"APOL6"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"TFEC"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"TFEC"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"APOL3"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"APOL3"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"MYOF"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"MYOF"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"SP140"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"SP140"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"PRRG4"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"PRRG4"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"KCNK5"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"KCNK5"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"IRF1"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"IRF1"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"C1RL"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"C1RL"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"TMEM176A"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"HCA112"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"TK1"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"TK1"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"C1QA"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"C1QA"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"MAP3K7CL"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"C21orf7"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"NFE2L3"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"NFE2L3"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"PBK"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"PBK"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"SPHK1"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"SPHK1"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"HSPB1"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"HSPB1"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"SEMA4A"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"SEMA4A"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"ESPL1"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"ESPL1"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"ADAMDEC1"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"ADAMDEC1"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"LIMK2"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"LIMK2"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"HLX"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"HLX1"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
""	"20090330-hipciof_gene_19155521"	"2009.03.30"	"hipciof_gene_24"	"peripheral blood mononuclear cell"	"TRIM21"	"gene expression"	"up"	"none"	"0"	"Days"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"9"	"157"	"TRIM21"	"hipciof_gene_19155521_157.txt"	"hipciof_gene_complete_19155521_157.txt"
