""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comment"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"exposure_material_1"	"exposure_material_2"	"signature_file"	"complete_signature_file"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"TGFBR2"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"TGFBR2"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"MYC"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"MYC"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"FBXO7"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"FBXO7"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"RBBP5"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"RBBP5"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"ABLIM1"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"ABLIM1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"TRIM24"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"TRIM24"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"ZFP36L2"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"ZFP36L2"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"WWP2"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"WWP2"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"IKZF3"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"IKZF3"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"ABITRAM"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"C9orf6"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"TTYH2"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"TTYH2"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"INPP4A"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"INPP4A"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"RUNX1-IT1"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"RUNX1-IT1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"FCRLA"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"FCRLA"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"SLC35E3"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"SLC35E3"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"MRI1"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"MRI1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"FAM214A"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"FAM214A"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"TRAK1"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"TRAK1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"AFF3"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"AFF3"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"ZNF23"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"ZNF23"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"HLA-DPB1"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"HLA-DPB1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"UBTD2"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"UBTD2"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"IFIH1"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"IFIH1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"SSBP2"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"SSBP2"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"RSPH3"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"RSPH3"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"PLEKHB2"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"PLEKHB2"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"CASP8"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"CASP8"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"ZMIZ1"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"ZMIZ1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"BID"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"BID"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"FOXN3"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"CHES1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"WAC"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"WAC"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"EXOC1"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"EXOC1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"OSBPL10"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"OSBPL10"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"SP100"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"SP100"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"MFSD14B"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"MFSD14B"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"CRTAP"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"CRTAP"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"COPB1"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"COPB1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"PPP2R2D"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"PPP2R2D"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"FCRL3"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"FCRL3"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"GMPS"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"GMPS"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"SEC24B"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"SEC24B"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"SCAF8"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"RBM16"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"SLC25A43"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"SLC25A43"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"PSMC4"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"PSMC4"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"NUDT9"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"NUDT9"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"CA2"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"CA2"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"ZNF586"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"ZNF586"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"NFE2L2"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"NFE2L2"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"MAT2B"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"MAT2B"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"TRGV3"	"gene expression"	"down"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"2"	"79"	"TRGV3"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_79.txt"	"hipciof_gene_complete_28137280_79.txt"
