""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"MAP3K1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"MAP3K1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"MAP3K7"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"MAP3K7"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"RB1CC1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"RB1CC1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"ST8SIA4"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"ST8SIA4"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"ABHD10"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"ABHD10"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"ACBD3"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"ACBD3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"AGL"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"AGL"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"ARMC1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"ARMC1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"BIRC2"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"BIRC2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"BLCAP"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"BLCAP"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"BTLA"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"BTLA"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"DMAC1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"DMAC1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"CEPT1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"CEPT1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"CHCHD4"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"CHCHD4"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"CLN5"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"CLN5"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"CNOT6"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"CNOT6"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"COBLL1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"COBLL1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"CUL4B"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"CUL4B"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"DCP2"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"DCP2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"DDX1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"DDX1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"DNAJA2"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"DNAJA2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"DNAJC10"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"DNAJC10"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"EFR3A"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"EFR3A"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"EIF2S1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"EIF2S1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"FAM104A"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"FAM104A"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"FAM117B"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"FAM117B"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"FAM13B"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"FAM13B"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"CMTR2"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"FTSJD1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"GLUD1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"GLUD1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"HDAC2"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"HDAC2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"HMGCS1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"HMGCS1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"HSDL2"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"HSDL2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"PPP4R3A"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"PPP4R3A"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"KRCC1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"KRCC1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"CERS6"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"LASS6"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"MKKS"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"MKKS"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
""	"hipc_gene_25596819_8"	"2015.01"	"hipc_gene_25596819_8"	"peripheral blood mononuclear cell"	"NIN"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"NIN"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_8.txt"	"hipc_gene_sig_complete_25596819_8.txt"
