""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"exposure_material_1"	"exposure_material_2"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"target_pathogen_4"	"target_pathogen_5"	"target_pathogen_6"	"target_pathogen_7"	"signature_file"	"complete_signature_file"
""	"hipc_gene_21743478_13"	"2011.07"	"hipc_gene_21743478_13"	"peripheral blood mononuclear cell"	"TAF9B"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with HAI response at 28d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 5"	"Supplementary Table 5: All the genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"13"	"243"	"TAF9B"	"364"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_13.txt"	"hipc_gene_sig_complete_21743478_13.txt"
""	"hipc_gene_21743478_13"	"2011.07"	"hipc_gene_21743478_13"	"peripheral blood mononuclear cell"	"PIK3IP1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with HAI response at 28d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 5"	"Supplementary Table 5: All the genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"13"	"243"	"PIK3IP1"	"364"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_13.txt"	"hipc_gene_sig_complete_21743478_13.txt"
""	"hipc_gene_21743478_13"	"2011.07"	"hipc_gene_21743478_13"	"peripheral blood mononuclear cell"	"NOL11"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with HAI response at 28d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 5"	"Supplementary Table 5: All the genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"13"	"243"	"NOL11"	"364"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_13.txt"	"hipc_gene_sig_complete_21743478_13.txt"
""	"hipc_gene_21743478_13"	"2011.07"	"hipc_gene_21743478_13"	"peripheral blood mononuclear cell"	"THOC2"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with HAI response at 28d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 5"	"Supplementary Table 5: All the genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"13"	"243"	"THOC2"	"364"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_13.txt"	"hipc_gene_sig_complete_21743478_13.txt"
""	"hipc_gene_21743478_13"	"2011.07"	"hipc_gene_21743478_13"	"peripheral blood mononuclear cell"	"URI1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with HAI response at 28d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 5"	"Supplementary Table 5: All the genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"13"	"243"	"C19orf2"	"364"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_13.txt"	"hipc_gene_sig_complete_21743478_13.txt"
""	"hipc_gene_21743478_13"	"2011.07"	"hipc_gene_21743478_13"	"peripheral blood mononuclear cell"	"RSL24D1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with HAI response at 28d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 5"	"Supplementary Table 5: All the genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"13"	"243"	"RSL24D1"	"364"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_13.txt"	"hipc_gene_sig_complete_21743478_13.txt"
""	"hipc_gene_21743478_13"	"2011.07"	"hipc_gene_21743478_13"	"peripheral blood mononuclear cell"	"POLR3E"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with HAI response at 28d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 5"	"Supplementary Table 5: All the genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"13"	"243"	"POLR3E"	"364"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_13.txt"	"hipc_gene_sig_complete_21743478_13.txt"
""	"hipc_gene_21743478_13"	"2011.07"	"hipc_gene_21743478_13"	"peripheral blood mononuclear cell"	"STMN3"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with HAI response at 28d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 5"	"Supplementary Table 5: All the genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"13"	"243"	"STMN3"	"364"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_13.txt"	"hipc_gene_sig_complete_21743478_13.txt"
""	"hipc_gene_21743478_13"	"2011.07"	"hipc_gene_21743478_13"	"peripheral blood mononuclear cell"	"CAVIN2"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with HAI response at 28d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 5"	"Supplementary Table 5: All the genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"13"	"243"	"SDPR"	"364"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_13.txt"	"hipc_gene_sig_complete_21743478_13.txt"
""	"hipc_gene_21743478_13"	"2011.07"	"hipc_gene_21743478_13"	"peripheral blood mononuclear cell"	"SCML1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with HAI response at 28d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 5"	"Supplementary Table 5: All the genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"13"	"243"	"SCML1"	"364"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_13.txt"	"hipc_gene_sig_complete_21743478_13.txt"
""	"hipc_gene_21743478_13"	"2011.07"	"hipc_gene_21743478_13"	"peripheral blood mononuclear cell"	"RSBN1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with HAI response at 28d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 5"	"Supplementary Table 5: All the genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"13"	"243"	"RSBN1"	"364"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_13.txt"	"hipc_gene_sig_complete_21743478_13.txt"
""	"hipc_gene_21743478_13"	"2011.07"	"hipc_gene_21743478_13"	"peripheral blood mononuclear cell"	"DHX36"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with HAI response at 28d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 5"	"Supplementary Table 5: All the genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"13"	"243"	"DHX36"	"364"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_13.txt"	"hipc_gene_sig_complete_21743478_13.txt"
""	"hipc_gene_21743478_13"	"2011.07"	"hipc_gene_21743478_13"	"peripheral blood mononuclear cell"	"ZNF395"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with HAI response at 28d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 5"	"Supplementary Table 5: All the genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"13"	"243"	"ZNF395"	"364"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_13.txt"	"hipc_gene_sig_complete_21743478_13.txt"
""	"hipc_gene_21743478_13"	"2011.07"	"hipc_gene_21743478_13"	"peripheral blood mononuclear cell"	"FOXP1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with HAI response at 28d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 5"	"Supplementary Table 5: All the genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"13"	"243"	"FOXP1"	"364"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_13.txt"	"hipc_gene_sig_complete_21743478_13.txt"
""	"hipc_gene_21743478_13"	"2011.07"	"hipc_gene_21743478_13"	"peripheral blood mononuclear cell"	"DDX11L2"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with HAI response at 28d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 5"	"Supplementary Table 5: All the genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"13"	"243"	"DDX11L2"	"364"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_13.txt"	"hipc_gene_sig_complete_21743478_13.txt"
""	"hipc_gene_21743478_13"	"2011.07"	"hipc_gene_21743478_13"	"peripheral blood mononuclear cell"	"MED23"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with HAI response at 28d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 5"	"Supplementary Table 5: All the genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"13"	"243"	"MED23"	"364"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_13.txt"	"hipc_gene_sig_complete_21743478_13.txt"
""	"hipc_gene_21743478_13"	"2011.07"	"hipc_gene_21743478_13"	"peripheral blood mononuclear cell"	"BEX2"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with HAI response at 28d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 5"	"Supplementary Table 5: All the genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"13"	"243"	"BEX2"	"364"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_13.txt"	"hipc_gene_sig_complete_21743478_13.txt"
""	"hipc_gene_21743478_13"	"2011.07"	"hipc_gene_21743478_13"	"peripheral blood mononuclear cell"	"WASF2"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with HAI response at 28d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 5"	"Supplementary Table 5: All the genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"13"	"243"	"WASF2"	"364"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_13.txt"	"hipc_gene_sig_complete_21743478_13.txt"
""	"hipc_gene_21743478_13"	"2011.07"	"hipc_gene_21743478_13"	"peripheral blood mononuclear cell"	"MALAT1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with HAI response at 28d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 5"	"Supplementary Table 5: All the genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"13"	"243"	"MALAT1"	"364"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_13.txt"	"hipc_gene_sig_complete_21743478_13.txt"
""	"hipc_gene_21743478_13"	"2011.07"	"hipc_gene_21743478_13"	"peripheral blood mononuclear cell"	"SLC38A1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with HAI response at 28d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 5"	"Supplementary Table 5: All the genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"13"	"243"	"SLC38A1"	"364"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_13.txt"	"hipc_gene_sig_complete_21743478_13.txt"
""	"hipc_gene_21743478_13"	"2011.07"	"hipc_gene_21743478_13"	"peripheral blood mononuclear cell"	"SNHG1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with HAI response at 28d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 5"	"Supplementary Table 5: All the genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"13"	"243"	"SNHG1"	"364"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_13.txt"	"hipc_gene_sig_complete_21743478_13.txt"
""	"hipc_gene_21743478_13"	"2011.07"	"hipc_gene_21743478_13"	"peripheral blood mononuclear cell"	"AK3"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with HAI response at 28d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 5"	"Supplementary Table 5: All the genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"13"	"243"	"AK3"	"364"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_13.txt"	"hipc_gene_sig_complete_21743478_13.txt"
""	"hipc_gene_21743478_13"	"2011.07"	"hipc_gene_21743478_13"	"peripheral blood mononuclear cell"	"C12orf57"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with HAI response at 28d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 5"	"Supplementary Table 5: All the genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"13"	"243"	"C12orf57"	"364"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_13.txt"	"hipc_gene_sig_complete_21743478_13.txt"
""	"hipc_gene_21743478_13"	"2011.07"	"hipc_gene_21743478_13"	"peripheral blood mononuclear cell"	"HMGB1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with HAI response at 28d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 5"	"Supplementary Table 5: All the genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"13"	"243"	"HMGB1"	"364"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_13.txt"	"hipc_gene_sig_complete_21743478_13.txt"
