""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_component_original"	"exposure_material_1"	"exposure_material_2"	"signature_file"	"complete_signature_file"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"IL1B"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"11"	"25"	"IL1B"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_25.txt"	"hipc_gene_cor_complete_24336226_25.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"IL1R2"	"gene expression"	"negatively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"12"	"26"	"IL1R2"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_26.txt"	"hipc_gene_cor_complete_24336226_26.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"IL1R1"	"gene expression"	"negatively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"12"	"26"	"IL1R1"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_26.txt"	"hipc_gene_cor_complete_24336226_26.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"SLC40A1"	"gene expression"	"negatively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"12"	"26"	"SLC40A1"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_26.txt"	"hipc_gene_cor_complete_24336226_26.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"AP1S2"	"gene expression"	"negatively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"12"	"26"	"AP1S2"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_26.txt"	"hipc_gene_cor_complete_24336226_26.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"HLA-DQB1"	"gene expression"	"negatively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"12"	"26"	"HLA-DQB1"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_26.txt"	"hipc_gene_cor_complete_24336226_26.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"HLA-C"	"gene expression"	"negatively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"12"	"26"	"HLA-C"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_26.txt"	"hipc_gene_cor_complete_24336226_26.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"CD4"	"gene expression"	"negatively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"12"	"26"	"CD4"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_26.txt"	"hipc_gene_cor_complete_24336226_26.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"WDFY4"	"gene expression"	"negatively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"12"	"26"	"WDFY4"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_26.txt"	"hipc_gene_cor_complete_24336226_26.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"ASPH"	"gene expression"	"negatively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"12"	"26"	"ASPH"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_26.txt"	"hipc_gene_cor_complete_24336226_26.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"ITPR3"	"gene expression"	"negatively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"12"	"26"	"ITPR3"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_26.txt"	"hipc_gene_cor_complete_24336226_26.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"SLC27A2"	"gene expression"	"negatively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"12"	"26"	"SLC27A2"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_26.txt"	"hipc_gene_cor_complete_24336226_26.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"LPCAT1"	"gene expression"	"negatively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"12"	"26"	"AGPAT9"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_26.txt"	"hipc_gene_cor_complete_24336226_26.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"VCAM1"	"gene expression"	"negatively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"12"	"26"	"VCAM1"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_26.txt"	"hipc_gene_cor_complete_24336226_26.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"IL23A"	"gene expression"	"negatively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"12"	"26"	"IL23A"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_26.txt"	"hipc_gene_cor_complete_24336226_26.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"BCL3"	"gene expression"	"negatively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"12"	"26"	"BCL3"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_26.txt"	"hipc_gene_cor_complete_24336226_26.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"CCN2"	"gene expression"	"negatively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"12"	"26"	"CTGF"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_26.txt"	"hipc_gene_cor_complete_24336226_26.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"STAT4"	"gene expression"	"negatively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"12"	"26"	"STAT4"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_26.txt"	"hipc_gene_cor_complete_24336226_26.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"CD80"	"gene expression"	"negatively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"12"	"26"	"CD80"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_26.txt"	"hipc_gene_cor_complete_24336226_26.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"HS3ST3B1"	"gene expression"	"negatively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"12"	"26"	"HS3ST3B1"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_26.txt"	"hipc_gene_cor_complete_24336226_26.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"IL1R2"	"gene expression"	"positively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"13"	"27"	"IL1R2"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_27.txt"	"hipc_gene_cor_complete_24336226_27.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"CSF1R"	"gene expression"	"positively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"13"	"27"	"CSF1R"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_27.txt"	"hipc_gene_cor_complete_24336226_27.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"CD1B"	"gene expression"	"positively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"13"	"27"	"CD1B"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_27.txt"	"hipc_gene_cor_complete_24336226_27.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"CD1C"	"gene expression"	"positively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"13"	"27"	"CD1C"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_27.txt"	"hipc_gene_cor_complete_24336226_27.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"CSF2RA"	"gene expression"	"positively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"13"	"27"	"CSF2RA"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_27.txt"	"hipc_gene_cor_complete_24336226_27.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"CD1A"	"gene expression"	"positively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"13"	"27"	"CD1A"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_27.txt"	"hipc_gene_cor_complete_24336226_27.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"TLR8"	"gene expression"	"positively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"13"	"27"	"TLR8"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_27.txt"	"hipc_gene_cor_complete_24336226_27.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"TBXAS1"	"gene expression"	"positively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"13"	"27"	"TBXAS1"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_27.txt"	"hipc_gene_cor_complete_24336226_27.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"TNFSF13B"	"gene expression"	"positively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"13"	"27"	"TNFSF13B"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_27.txt"	"hipc_gene_cor_complete_24336226_27.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"ASGR1"	"gene expression"	"positively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"13"	"27"	"ASGR1"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_27.txt"	"hipc_gene_cor_complete_24336226_27.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"HLA-DPB1"	"gene expression"	"positively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"13"	"27"	"HLA-DPB1"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_27.txt"	"hipc_gene_cor_complete_24336226_27.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"HLA-DPA1"	"gene expression"	"positively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"13"	"27"	"HLA-DPA1"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_27.txt"	"hipc_gene_cor_complete_24336226_27.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"HLA-DQB1"	"gene expression"	"positively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"13"	"27"	"HLA-DQB1"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_27.txt"	"hipc_gene_cor_complete_24336226_27.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"HLA-DRA"	"gene expression"	"positively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"13"	"27"	"HLA-DRA"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_27.txt"	"hipc_gene_cor_complete_24336226_27.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"HLA-DRB1"	"gene expression"	"positively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"13"	"27"	"HLA-DRB1"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_27.txt"	"hipc_gene_cor_complete_24336226_27.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"HLA-DRB4"	"gene expression"	"positively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"13"	"27"	"HLA-DRB4"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_27.txt"	"hipc_gene_cor_complete_24336226_27.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"CD74"	"gene expression"	"positively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"13"	"27"	"CD74"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_27.txt"	"hipc_gene_cor_complete_24336226_27.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"TLR7"	"gene expression"	"positively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"13"	"27"	"TLR7"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_27.txt"	"hipc_gene_cor_complete_24336226_27.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"HLA-A"	"gene expression"	"positively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"13"	"27"	"HLA-A"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_27.txt"	"hipc_gene_cor_complete_24336226_27.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"HLA-C"	"gene expression"	"positively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"13"	"27"	"HLA-C"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_27.txt"	"hipc_gene_cor_complete_24336226_27.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"HLA-G"	"gene expression"	"positively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"13"	"27"	"HLA-G"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_27.txt"	"hipc_gene_cor_complete_24336226_27.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"SLAMF8"	"gene expression"	"positively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"13"	"27"	"SLAMF8"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_27.txt"	"hipc_gene_cor_complete_24336226_27.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"RIN2"	"gene expression"	"positively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"13"	"27"	"RIN2"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_27.txt"	"hipc_gene_cor_complete_24336226_27.txt"
