""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comment"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"target_pathogen_4"	"signature_file"	"complete_signature_file"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"DRAP1"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"DRAP1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"ISG20"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"ISG20"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"PLSCR1"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"PLSCR1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"LY6E"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"LY6E"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"SAT1"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"SAT1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"MX2"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"MX2"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"TAP1"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"TAP1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"GAS6"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"GAS6"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"CASP5"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"CASP5"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"LYSMD2"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"LYSMD2"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"ACOT9"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"ACOT9"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"GCH1"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"GCH1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"DYNLT1"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"DYNLT1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"CASP4"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"CASP4"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"IFITM1"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"IFITM1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"CD74"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"CD74"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"PARP10"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"PARP10"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"TLR7"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"TLR7"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"EIF2AK2"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"EIF2AK2"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"PANK2"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"PANK2"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"UBE2L6"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"UBE2L6"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"APOL3"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"APOL3"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"HERC6"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"HERC6"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"IL1RN"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"IL1RN"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"ZNF684"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"ZNF684"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"MYOF"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"MYOF"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"PTPRO"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"PTPRO"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"CD300A"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"CD300A"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"FZD2"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"FZD2"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"MLKL"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"MLKL"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"PPCDC"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"PPCDC"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"FGL2"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"FGL2"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"IFI30"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"IFI30"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"BLVRA"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"BLVRA"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"TRIM56"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"TRIM56"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"ATF5"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"ATF5"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
