""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"VPS36"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"VPS36"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ZNF302"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"ZNF302"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ZNF615"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"ZNF615"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"GCC1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"GCC1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"SH3BP5L"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"SH3BP5L"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"MIEF1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"SMCR7L"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ZNF613"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"ZNF613"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ARL8B"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"ARL8B"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"C12orf76"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"C12orf76"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"DIPK2A"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"C3orf58"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"CLIC4"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"CLIC4"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"CLK4"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"CLK4"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"IFRD1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"IFRD1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"IRF2BP2"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"IRF2BP2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"IVNS1ABP"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"IVNS1ABP"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"KLHL9"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"KLHL9"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"NAP1L1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"NAP1L1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"NUDT21"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"NUDT21"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"NUP54"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"NUP54"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"PCMTD1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"PCMTD1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"PPP1R14A"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"PPP1R14A"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"SP3"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"SP3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"STAP1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"STAP1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"TAPT1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"TAPT1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"TCF12"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"TCF12"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ZNF189"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"ZNF189"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ABCC4"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"ABCC4"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ABI1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"ABI1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"AFTPH"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"AFTPH"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ARL5A"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"ARL5A"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ASNSD1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"ASNSD1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"MIS18BP1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"MIS18BP1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"TCAIM"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"TCAIM"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"CCDC117"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"CCDC117"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"CD52"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"CD52"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"CGGBP1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"CGGBP1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"CWF19L2"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"8"	"271"	"CWF19L2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_271.txt"	"hipc_gene_dir_complete_25596819_271.txt"
