name	id	definition	comment	broad	exact	related
trophoblast giant cell	CL_0002488	A trophoblast cell that has a large volume of cytoplasm, is polyploidy and is usually mononuclear but is also occasionally multi-nucleate. This cell type is important in establishing maternal physiology and remodeling of the vasculature of the placenta.			giant trophoblast cell	
double negative thymocyte	CL_0002489	A thymocyte that lacks expression of CD4 and CD8.		double negative T cell		
organ of Corti supporting cell	CL_0002490	A supporting cell of the organ of Corti.				
auditory epithelial cell	CL_0002491	A specialized cell involved in auditory sensory perception.				
strial marginal cell	CL_0002492	A polarized columnar cell that covesr the lateral surface of the cochlear duct, secretes potassium ions and forms a continuous sheet in contact with the endolymph; marginal cells form extensive interdigitations with the basal and intermediate cells in the normal adult stria.				
strial basal cell	CL_0002493	A polarized cell that is juxtaposed to fibrocytes in the underlying spiral ligament. This cell type secretes potassium ions derived from fibrocytes through gap junctions.	Basal cells form a multi-layered epithelial barrier that separates the extracellular spaces of the stria vascularis and the spiral ligament[PMID:18353863]			
cardiocyte	CL_0002494	A cell located in the heart, including both muscle and non muscle cells.	From Onard of the FMA: Cardiac muscle cell or cardiac myocyte is a striated muscle cell. Cardiocyte on the other hand is any cell in the heart which includes cells other than muscle cells (e.g. endothelial cell of endocardium). Unless there is a consensus among anatomists that cardiocytes refer only to muscle cells, we will treat them as a general class of cells in the heart.		heart cell	
fetal cardiomyocyte	CL_0002495	A fetal and neonatal heart cell that undergoes proliferation and is not yet terminally differentiated into a binucleate or a multinucleate cardiac myocyte.			neonatal cardiomyocyte|embryonic cardiomyocyte	
intraepithelial lymphocyte	CL_0002496	A T cell that is located in the intestinal epithelium and is capable of a mucosal immune response.			IEL|intraepithelial T-cell|intraepithelial T cell	
primary trophoblast giant cell	CL_0002497	A trophoblast giant cell derived from the mural trophectoderm.				
secondary trophoblast giant cell	CL_0002498	A trophoblast giant cell that is derived from ectoplacental cone and, later in gestation, the spongiotrophoblast.				
spongiotrophoblast cell	CL_0002499	A trophoblast cell that arises in the junctional zone (basal plate) of the placenta.				
P enteroendocrine cell	CL_0002500	A P/D1 enteroendocrine cell that is Grimelius positive and stores bombesin-like polypeptide.				
type D1 enteroendocrine cell	CL_0002501	A P/D1 enteroendocrine cell that is argyrophilic and stores vasoactive intestinal polypeptide.				
type M enteroendocrine cell	CL_0002502	An enteroendocrine cell of the small intestine that secretes motilin.		Mo enteroendocrine cell		
adventitial cell	CL_0002503	A cell of the adventitial layer of ductal structures such as the uterer, defent duct, biliary duct, etc				
enteric smooth muscle cell	CL_0002504	A smooth muscle cell of the intestine.			intestinal smooth muscle cell	
liver CD103-negative dendritic cell	CL_0002505	A CD11b-positive dendritic cell that is CD11b-high, CD45-positive, MHC-II-positive and CD103-negative.			DC.103-11b+.Lv	
liver CD103-positive dendritic cell	CL_0002506	A CD11b-positive dendritic cell that is CD11b-low, CD45-positive, MHC-II-high and CD103-positive that is located in the liver.			DC.103+11b-.Lv	
langerin-positive lymph node dendritic cell	CL_0002507	A dermal dendritic cell isolated from skin draining lymph nodes that is langerin-positive, MHC-II-positive, and CD4-negative and CD8a-negative.				
langerin-negative, CD103-negative lymph node dendritic cell	CL_0002508	A dermal dendritic cell isolated from skin draining lymph nodes that is langerin-negative, MHC-II-positive, and CD4-negative and CD8a-negative.				
CD103-positive, langerin-positive lymph node dendritic cell	CL_0002509	A langerin-positive lymph node dendritic cell that is CD103-positive and CD11b-low.				
CD103-negative, langerin-positive lymph node dendritic cell	CL_0002510	A langerin-positive lymph node dendritic cell that is CD103-negative and CD11b-high.				
CD11b-low, CD103-negative, langerin-negative lymph node dendritic cell	CL_0002511	A langerin-negative lymph node dendritic cell that is CD103-negative and CD11b-low.				
CD11b-high, CD103-negative, langerin-negative lymph node dendritic cell	CL_0002512	A langerin-negative lymph node dendritic cell that is CD103-negative and CD11b-high.				
Vgamma5-positive CD8alpha alpha positive gamma-delta intraepithelial T cell	CL_0002513	A CD8alpha alpha positive gamma-delta intraepithelial T cell that expresses a TCR encoded in part by the Vgamma5 gene segment.			tgd.vg5+.IEL	
Vgamma5-negative CD8alpha alpha positive gamma-delta intraepithelial T cell	CL_0002514	A CD8alpha alpha positive gamma-delta intraepithelial T cell that does not express a TCR partially encoded by the Vgamma5 gene segment.			tgd.vg5-.IEL	
interrenal norepinephrine type cell	CL_0002515	An interrenal chromaffin cell found in teleosts that contain heterogeneous vesicles with electron-dense granules located asymmetrically within the vesicular membrane.			interrenal noradrenaline type cell|type n interrenal cell	
interrenal chromaffin cell	CL_0002516	A chromaffin cell interspersed among the interrenal epithelial layer of the anterior kidney of teloest fish.				
interrenal epinephrin secreting cell	CL_0002517	An interrenal chromaffin cell found in teleosts that contain small, homogeneous electron-lucent granules that are separated from the vesicular membrane by a visible halo.			type a interrenal cell	interrenal adrenaline secreting cell
kidney epithelial cell	CL_0002518	An epithelial cell of the kidney.				
interrenal epithelial cell	CL_0002519	An interrenal epithelial kidney cell is an epithelial cell found in the anterior kidney of teleosts fish. This cell type is arranged in layers around the posterior cardinal vein and contains many mitochondria with tubulovesicular cristae. Interrenal chromaffin cells are interspersed among the tissue layer created by this cell type.				
nephrocyte	CL_0002520	An insect excretory cell that regulates haemolymph composition by filtration and filtrate endocytosis.				
subcutaneous fat cell	CL_0002521	A fat cell that is part of subcutaneous adipose tissue.			subcutaneous adipocyte	
renal filtration cell	CL_0002522	A renal filtration cell is a specialized cell of the renal system that filter fluids by charge, size or both.				
mesonephric glomerular visceral epithelial cell	CL_0002523	A mesonephric glomerular visceral epithelial cell is a specialized epithelial cell that contains "feet" that interdigitate with the "feet" of other glomerular epithelial cells in the mesonephros				
disseminated nephrocyte	CL_0002524	A disseminated nephrocyte is a nephrocyte that filters hemolymph and is found at scattered locations in the fat body or other tissues.				
metanephric glomerular visceral epithelial cell	CL_0002525	A metanephric glomerular visceral epithelial cell is a specialized epithelial cell that contains "feet" that interdigitate with the "feet" of other glomerular epithelial cells in the metanephros.				
CD14-positive dermal dendritic cell	CL_0002526	A dermal dendritic cell that is CD1a-negative and CD14-positive.	They are also CD11c-positive, CD40-positive, CD85j-positive (ILT-2), CD163-positive, CD205-positive (DEC205), CD207-negative (langerin), CD209-positive (DC-SIGN), CD274-positive (PD-L1), CD324-negative (E-cadherin), Factor XIIIa-positive, LOX-I-positive, CLEC6-positive, Dectin-1-positive, and DCIR-positive. Upon stimulation, these cells are capable of producing IL1-beta, IL6, IL8, IL10, IL12p40, IL19, IL20, IL24, TGF-beta, TNF-alpha, GM-CSF, and MCP1. They reside in the dermis.		CD14+ dermal DC	
immature CD14-positive dermal dendritic cell	CL_0002527	An immature CD14-positive dermal dendritic cell is CD80-low, CD86-low, and MHCII-low.				
mature CD14-positive dermal dendritic cell	CL_0002528	A mature CD14-positive dermal dendritic cell is CD80-high, CD86-high, MHCII-high and is CD83-positive.				
CD1a-positive dermal dendritic cell	CL_0002529	A dermal dendritic cell that is CD1a-positive and CD14-negative.	Reside in the dermis. They are also CD11c-positive, CD40-positive, CD207-negative (langerin), CD209-negative (DC-SIGN), and CD324-negative (E-cadherin). When activated, they are capable of producing CXCL8 (IL-8) and IL-15. Possibly a precursor of Langerhans cells or equivalent of langerin-positive dermal DCs in the mouse.		CD1a+ dermal DC	
immature CD1a-positive dermal dendritic cell	CL_0002530	An immature CD1a-positive dermal dendritic cell is CD80-low, CD86-low, and MHCII-low.				
mature CD1a-positive dermal dendritic cell	CL_0002531	A mature CD1a-positive dermal dendritic cell is CD80-high, CD83-positive, CD86-high, and MHCII-high.				
CD16-positive myeloid dendritic cell	CL_0002532	A myeloid dendritic cell found in the blood that is CD16-positive.	Normally represent 65-75% of peripheral blood mDCs (human). They are also CD281-positive (TLR1), CD282-positive (TLR2), CD284-positive (TLR4), CD285-positive (TLR5), CD286-positive (TLR6), CD288-positive (TLR8), CD289-positive (TLR9), and CD290-positive (TLR10) by RT-PCR [PMID:17332250]. Upon TLR stimulation, these cells are potent producers of TNF-alpha, while producing little CXCL8 (IL8).		CD16-mDC|CD16+ mDC	
immature CD16-positive myeloid dendritic cell	CL_0002533	An immature CD16-positive myeloid dendritic cell is CD80-low, CD86-low, and MHCII-low.				
mature CD16-positive myeloid dendritic cell	CL_0002534	A mature CD16-positive myeloid dendritic cell is CD80-high, CD83-positive, CD86-high, and MHCII-high.				
epithelial cell of cervix	CL_0002535	An epithelial cell of the cervix.			epithelial cell of cervical canal|uterine cervix epithelial cell|cervical canal of uterus epithelial cell|cervix of uterus epithelial cell|epithelial cell of uterine cervix|epithelial cell of cervical canal of uterus|epithelial cell of cervix of uterus|cervix epithelial cell|cervical canal epithelial cell|epithelial cell of neck of uterus|neck of uterus epithelial cell	
epithelial cell of amnion	CL_0002536	An epithelial cell that is part of the amnion.			amniotic epithelial cell	
amnion mesenchymal stem cell	CL_0002537	A mesenchymal stem cell of the amnion membrane.			amniotic membrane stem cell	
intrahepatic bile duct epithelial cell	CL_0002538	An epithelial cell of the intrahepatic portion of the bile duct.				
aortic smooth muscle cell	CL_0002539	A smooth muscle cell of the aorta.				
mesenchymal stem cell of the bone marrow	CL_0002540	A mesenchymal stem cell that is part of the bone marrow.				
chorionic membrane mesenchymal stem cell	CL_0002541	A mesenchymal stem cell of the chorionic membrane.				
vein endothelial cell	CL_0002543	An endothelial cell that is part of the vein.			venous endothelial cell|endothelial cell of vein	
aortic endothelial cell	CL_0002544	An arterial endothelial cell that is part of the aorta endothelium.				
thoracic aorta endothelial cell	CL_0002545	An endothelial cell that is part of the thoracic endothelium.				
embryonic blood vessel endothelial progenitor cell	CL_0002546	An endothelial progenitor cell that participates in angiogenesis during development.	See CL:0002619.			
fibroblast of the aortic adventitia	CL_0002547	A fibroblast of the aortic adventitia.				
fibroblast of cardiac tissue	CL_0002548	A fibroblast that is part of the heart.			cardiac fibroblast	
fibroblast of choroid plexus	CL_0002549	A fibroblast that is part of the choroid plexus.				
fibroblast of the conjunctiva	CL_0002550	A fibroblast that is part of the conjuctiva of the eye.				
fibroblast of dermis	CL_0002551					
fibroblast of gingiva	CL_0002552					
fibroblast of lung	CL_0002553	A fibroblast that is part of lung.				
fibroblast of lymphatic vessel	CL_0002554	A fibroblast of the lymphatic system.				
fibroblast of mammary gland	CL_0002555	A fibroblast that is part of the mammary gland.				
fibroblast of periodontium	CL_0002556	A fibroblast of the periodontium.				
fibroblast of pulmonary artery	CL_0002557	A fibroblast of pulmonary artery.				
fibroblast of villous mesenchyme	CL_0002558	A fibroblast that is part of villous mesenchyme.				
hair follicle cell	CL_0002559	An animal cell that is part of a hair follicle.				
inner root sheath cell	CL_0002560	An epithelial cell that resides in the inner root sheath of the hair follicle.				
outer root sheath cell	CL_0002561	An epithelial cell that is part of the outer root sheath.				
hair germinal matrix cell	CL_0002562	An epidermal cell that is part of the germinal matrix.			trichocyte	
intestinal epithelial cell	CL_0002563	An epithelial cell of the intestine.				
nucleus pulposus cell of intervertebral disc	CL_0002564	A connective tissue cell of the nucleus pulposus cell of intervertebral disc.				
iris pigment epithelial cell	CL_0002565	A pigment cell located in the epithelium of the iris.				
dark melanocyte	CL_0002566	A melanocyte that appears darker due to content or amount of melanin granules.				
light melanocyte	CL_0002567	A melanocyte that appears lighter in color.				
mesenchymal stem cell of Wharton's jelly	CL_0002568	A mesenchymal stem cell that is part of Wharton's jelly.				
mesenchymal stem cell of umbilical cord	CL_0002569	A mesenchymal stem cell of the umbilical cord.				
mesenchymal stem cell of adipose	CL_0002570	A mesenchymal stem cell of adipose tissue.				
hepatic mesenchymal stem cell	CL_0002571	A mesenchymal stem cell of liver.				
vertebral mesenchymal stem cell	CL_0002572	A mesenchymal stem cell of the vertebrae.				
Schwann cell	CL_0002573	A glial cell that ensheathes axons of neuron in the peripheral nervous system and are necessary for their maintainance and function.				
stromal cell of pancreas	CL_0002574	A stromal cell of the pancreas.				
central nervous system pericyte	CL_0002575	A pericyte of the central nervous system.				
perineural cell	CL_0002576	A myofibroblast that lies in the connective tissue of the spinal cord that has a distinctly lamellar arrangement.				
placental epithelial cell	CL_0002577	An epithelial cell of the placenta.				
mesenteric preadipocyte	CL_0002578	A preadipocyte found in mesenteric tissue.				
omentum preadipocyte	CL_0002579					
preadipocyte of the breast	CL_0002580	A preadipocyte that is part of the breast.				
perirenal preadipocyte	CL_0002581					
visceral preadipocyte	CL_0002582	A preadipocyte that is part of visceral tissue.				
subcutaneous preadipocyte	CL_0002583	A preadipocyte that is part of subcutaneous tissue.				
renal cortical epithelial cell	CL_0002584	An epithelial cell of the kidney cortex.				
retinal blood vessel endothelial cell	CL_0002585	A blood vessel endothelial cell that is part of the retina.				
retinal pigment epithelial cell	CL_0002586	An epithelial cell of the retinal pigmented epithelium.				
smooth muscle cell of the umbilical vein	CL_0002588	A smooth muscle cell of the umbilical vein.				
smooth muscle cell of the brachiocephalic vasculature	CL_0002589	A smooth muscle cell of the bachiocephalic vasculature.				
smooth muscle cell of the pulmonary artery	CL_0002591	A smooth muscle of the pulmonary artery.				
smooth muscle cell of the coronary artery	CL_0002592	A smooth muscle cell of the coronary artery.				
smooth muscle cell of the internal thoracic artery	CL_0002593	A smooth muscle of the internal thoracic artery.				
smooth muscle cell of the umbilical artery	CL_0002594	A smooth muscle cell of the umbilical artery.				
smooth muscle cell of the subclavian artery	CL_0002595	A smooth muscle cell of the subclavian artery.				
smooth muscle cell of the carotid artery	CL_0002596	Smooth muscle cell of the carotid artery.				
smooth muscle cell of bladder	CL_0002597	A smooth muscle cell of the bladder.				
bronchial smooth muscle cell	CL_0002598					
smooth muscle cell of the esophagus	CL_0002599	A smooth muscle cell of the esophagus.				
smooth muscle cell of trachea	CL_0002600	A smooth muscle cell of the trachea.				
uterine smooth muscle cell	CL_0002601	A smooth muscle cell of the uterus.				
annulus pulposus cell	CL_0002602				anulus pulposus cell	
astrocyte of the cerebellum	CL_0002603	An astrocyte of the cerebellum.				
astrocyte of the hippocampus	CL_0002604					
astrocyte of the cerebral cortex	CL_0002605	An astrocyte of the cerebral cortex.				
astrocyte of the spinal cord	CL_0002606	An astrocyte of the spinal cord.				
migratory enteric neural crest cell	CL_0002607	A neural crest cell that gives rise to cells of the enteric nervous system.				
hippocampal neuron	CL_0002608	A neuron of the hippocampus.				
neuron of cerebral cortex	CL_0002609	A CNS neuron of the cerebral cortex.			cortical neuron	
raphe nuclei neuron	CL_0002610	A neuron of the raphe nuclei.				
neuron of the dorsal spinal cord	CL_0002611	A CNS neuron of the dorsal spinal cord.				
neuron of the ventral spinal cord	CL_0002612	A neuron of the ventral spinal cord.				
striatum neuron	CL_0002613	A neuron of the striatum.				
neuron of the substantia nigra	CL_0002614	A neuron of the substantia nigra.				
adipocyte of omentum tissue	CL_0002615	A fat cell that is part of omentum tissue.			omental adipocyte|omental fat cell	
perirenal adipocyte cell	CL_0002616	A fat cell of perirenal fat tissue.			perirenal fat cell	
adipocyte of breast	CL_0002617	A fat cell that is part of the breast.	Adipocytes found in the subcutaneous adipose tissue of breast. The breast consists of three main components, the skin, the subcutaneous adipose tissue and the functional glandular tissue that comprises both parenchyma and stroma.[CALOHA]		breast adipocyte|fat cell of breast	
endothelial cell of umbilical vein	CL_0002618	An endothelial cell of the umbilical vein.				
adult endothelial progenitor cell	CL_0002619	An adult angioblastic cell released from the bone marrow, capable of blood circulation and participation in angiogenesis by differentiating into blood vessel endothelial cells. Their existence is controversial.			EPC	
skin fibroblast	CL_0002620	A fibroblast of skin.				
gingival epithelial cell	CL_0002621					
prostate stromal cell	CL_0002622	A stromal cell of the prostate.				
acinar cell of salivary gland	CL_0002623	An acinar cell of salivary gland.				
paneth cell of the appendix	CL_0002624	A paneth cell of the appendix.				
seminiferous tubule epithelial cell	CL_0002625	A cell of the seminiferous tubule epithelium.				
immature astrocyte	CL_0002626	An immature astrocyte.			immature astrocytic glia	
mature astrocyte	CL_0002627	A mature astrocyte that is capable of producing cytokines.	Mature astrocytes are reportedly able to produce aspartate, ATP, BDNF, BMP-2a, BMP-3, CCL2, CCL3, CCL4, CCL5, CCL19, CCL20,CD40L, CNTF, CTGF, CXCL1, CXCL2, CXCL8, edn-1, aFGF, bFGF, G-CSF, glutamate, GM-CSF, IFN-alpha, IFN-beta, IFN-gamma, IGF-1, IL-1alpha, IL-1beta, IL-2, Il-4, IL-6, IL-10, IL-12, LIF, MIP-2, NGF, nitric oxide, NT3, taurine, TGF-beta, TNF-alpha, TNF-beta.		activated astrocyte|mature astrocytic glia	
immature microglial cell	CL_0002628	An immature microglial cell with a ramified morphology.	Immature microglia are reportedly CD34-positive, CD163-negative, MHCI-negative, MHCII-negative.		immature microglia|resting microglia|quiescent microglia	
mature microglial cell	CL_0002629	A mature microglial cell that has changed shape to an amoeboid morphology and is capable of cytokine production and antigen presentation.	Mature microglia are reportedly CCR2-positive, CD4-positive, CD9-positive, CD11a-positive, CD11b-positive, CD11c-positive, CD13-positive, CD16-positive, CDw17-positive, CD18-positive, CD21-positive, CD26-negative, CD32-positive, CD35-positive, CD36-positive, CD40-positive, CD44-positive, CD45-positive, CD53-positive, CD54-positive, CD56-negative, CD58-positive, CD63-positive, CD64-positive, CD66-positive, CD80-positive, CD86-positive, CD87-positive, CD92-positive, CD106-positive, CD107a-positive, CD147-positive, CD155-positive, CD162-positive, CD163-positive, CD171-negative, CD200R-positive, CXCR3-positive, CX3CR1-positive, fibronectin-positive, GD3-positive, GLUT1-positive, GLUT3-negative, GLUT5-positive, MHCI-positive, MHCII-positive, P2X4-positive, RFD7-negative, RGS5-negative, alpha-SMA-negative, vimentin-positive, and vwf-negative. Mature microglia are capable of producing BDNF, CCL3, CCL5, CCL7, CCL8, CCL9, CCL19, CCL20,CD40L, CSF, CXCL1, CXCL2, CXCL4, CXCL5, CXCL8, CXCL9, CXCL10, glutamate, IL-1beta, IL-1ra, IL-3, IL-6, IL-10, IL-12, LT, MMP-2, MMP-9, NGF, nitric oxide, ROS, TGF-beta, TNF-alpha.		reactive microglia|mature microglia|activated microglia	
actinomycete-type spore	CL_0002630	A spore formed from bacteria in the order Actinomycetales.				
epithelial cell of upper respiratory tract	CL_0002631					
epithelial cell of lower respiratory tract	CL_0002632					
respiratory basal cell	CL_0002633	A basal cell in the respiratory tract.			airway basal cell|airway basal stem cell	
epithelial cell of anal column	CL_0002634	An epithelial cell of the anal column.				
nonkeratinized epithelial cell of anal column	CL_0002635	A nonkeratinized epithelial cell of the anal canal.				
nonkeratinized epithelial cell of inferior part of anal canal	CL_0002636	A nonkeratinized cell epithleial cell of the inferior part of the anal canal.				
keratinized epithelial cell of the anal canal	CL_0002637	An epithelial cell of the anal canal that is keratinized. This cell type is found towards the lower, rectal end of the anal canal.				
bronchioalveolar stem cell	CL_0002638	A respiratory stem cell found at the junction of the terminal (conductive) bronchiole and the respiratory bronchiole. This cell types gives rise to alveolar cell types and Clara cells in response to lung injury. This cell type expresses markers Scgb1a1 and Sftpc.			BASC|basal epithelial cell of bronchioalveolar duct junction	
amniotic stem cell	CL_0002639	An amniotic stem cell is a mesenchymalstem cell extracted from amniotic fluid. Amniotic stem cells are able to differentiate into various tissue type such as skin, cartilage, cardiac tissue, nerves, muscle, and bone	Not clear to me if amniotic stem cell is a different cell type from amnion mesenchymal stem cells. They are treated as distinct in the literature as isolations methods are different, so I will keep them as separate terms for now.			
amniotic epithelial stem cell	CL_0002640	An epithelial fate stem cell derived form the amnion membrane.				
epithelial cell of esophageal gland proper	CL_0002641	An epithelial cell of the esophageal gland proper.				
epithelial cell of esophageal cardiac gland	CL_0002642	An epithelial cell of the esophageal cardiac gland that occurs both in the proximal and distal esophagus, within the lamina propia.				
nonkeratinized cell of stratum corneum of esophageal epithelium	CL_0002643	An epithelial cell of stratum corneum of esophageal epithelium that lacks keratin.				
endo-epithelial cell of tympanic part of viscerocranial mucosa	CL_0002644	An endothelial cell of viscerocranial mucosa that is part of the tympanic region of the viscerocranial mucosa.				
endo-epithelial cell of pharyngotympanic part of viscerocranial mucosa	CL_0002645	An endocranial viscerocranial mucosa cell that is part of viscerocranial mucosa.				
obsolete epithelial cell of buccal part of viscerocranial mucosa	CL_0002646	An ecto-epithelial cell of the buccal region of the viscerocranial mucosa.				
obsolete epithelial cell of anterior palatal part of viscerocranial mucosa	CL_0002647	An ecto-epithelial cell of the palatal region of the viscerocranial mucosa.				
obsolete epithelial cell of nasal part of viscerocranial mucosa	CL_0002648	An ecto-epithelial cell of the nasal region of the viscerocranial mucosa.				
obsolete epithelial cell of gingival part of viscerocranial mucosa	CL_0002649	An ecto-epithelial cell of the gingival region of the viscerocranial mucosa.				
obsolete epithelial cell of paranasal sinus part of viscerocranial mucosa	CL_0002650	An ecto-epithelial cell of the paranasal region of the viscerocranial mucosa.				
endothelial cell of venous sinus of spleen	CL_0002651	An endothelial cell that is part of the venous sinus of spleen. This endothelial cell has an elongated, spindle-shaped, flattened morphology that is parallel to long axis of sinus. This cell type rests on a basement membrane interrupted by numerous narrow slits.			stave cell	
endothelial cell of high endothelial venule	CL_0002652	A venule endothelial cell that is cubodial, expresses leukocyte-specific receptors, and allows for passage of lymphocytes into bloodstream.	Markers expressed on HEV include: MAdCAM-1,PNAd (sulfated and glycosylated molecules, i.e. GlyCAM-1, CD34, endomucin, nepmucin), ICAM-1, ICAM-2,Fuc-TVII, beta 3GlcNAcT-3, GlcNAc6ST2,CCL21, CCL19, CXCL13, CXCL12, Autotaxin, DARC, angiomodulin, LRHG.		endothelial cell of postcapillary venule of lymph node|HEV cell	
squamous endothelial cell	CL_0002653	A endothelial cell of the venule that is squamous shaped. This is in contrast to the cubodial shape of high endothelial venule cells.				
epithelial cell of stratum corneum of esophageal epithelium	CL_0002654	An epithelial cell of stratum corneum of esophageal epithelium.				
epithelial cell of stratum spinosum of esophageal epithelium	CL_0002655	An epithelial cell of stratum spinosum of esophageal epithelium.				
glandular cell of endometrium	CL_0002656	A glandular epithelial cell of the endometrium.				
glandular cell of esophagus	CL_0002657	A glandular epithelial cell of the esophagus.				
glandular cell of the large intestine	CL_0002658	A glandular epithelial cell of the large intestine.				
glandular cell of stomach	CL_0002659	A glandular epithelial cell that is part of the stomach.				
luminal cell of acinus of lactiferous gland	CL_0002660	A luminal epithelial cell of mammary gland located in acinus of structure.	Consider if synonymous with mammary alveolar cell CL:0002325. Some use this term to refer to the non-lactating cell type that gives rise to the lactating cell type.			
luminal cell of lactiferous terminal ductal lobular unit	CL_0002661	A luminal cell of terminal ducts, i.e.e the terminal branch of a lactiferous duct which alveolar cells drain into.				
luminal cell of lactiferous duct	CL_0002662	A luminal epithelial cell of the lactiferous duct. This cuboidal epithelial cell expresses keratin-18 and is estrogen-receptor alpha positive.				
myocardial endocrine cell of atrium	CL_0002663	A myocardial endocrine cell that is part of the atrium.				
cardioblast	CL_0002664	A stem cell that can give rise to multiple cell types (i.e. smooth muscle, endothelial) in the developing heart.	Discrepancy in develops from origins prevents me from making the assertion that cardioblasts give rise to all instances of cardiocytes as we state cardiac muscle cells develop from cardiac myoblast, which in turn develop from muscle stem cell.			
otic fibrocyte	CL_0002665	A fibrocyte of the cochlea that has specialized structural and molecular adaptions.				
type 2 otic fibrocyte	CL_0002666	An otic fibrocyte that underlies the spiral prominence and is part of a mesenchymal gap junction network that regulates ionic homeostasis of the endolymph.			type II otic fibrocyte|type II spiral ligament fibrocyte	
type 5 otic fibrocyte	CL_0002667	An otic fibrocyte that resides above the stria vasularis and is part of a mesenchymal gap junction network that regulates ionic homeostasis of the endolymph.			type V otic fibrocyte|type V spiral ligament fibrocyte	
type 4 otic fibrocyte	CL_0002668	An otic fibrocyte that is lateral to the basilar membrane and anchoris it to the lateral wall.			type IV spiral ligament fibrocyte|type IV otic fibrocyte	
type 3 otic fibrocyte	CL_0002669	An otic fibrocyte that lines the otic capsule.			type III otic fibrocyte|type III spiral ligament fibrocyte	
type 1 otic fibrocyte	CL_0002670	An otic fibrocyte that underlies the stria vascularis and is part of a mesenchymal gap junction network that regulates ionic homeostasis of the endolymph.			type I spiral ligament fibrocyte|type I otic fibrocyte	
endothelial stalk cell	CL_0002671	An endothelial stalk cell is a specialized endothelial cell that follows behind the tip cell of an angiogenic sprout.				
retinal progenitor cell	CL_0002672	A multi-fate stem cell that can give rise to different retinal cell types including rod and cone cells.				
tongue muscle cell	CL_0002673	A skeletal muscle cell that is part of the tongue.				
H minus	CL_0002674	A S. pombe mating type determined by the mat1-Mc and mat1-Mi on the mat1 locus.			H- cell	
H plus	CL_0002675	A S. pombe cell type determined by mat1-Pc and mat1-Pi on the mat1 locus.				
neural crest derived neuroblast	CL_0002676	A neuroblast derived from a neural crest cell.				
naive regulatory T cell	CL_0002677	A regulatory T cell that has not encountered antigen.	This cell type has been described as CD45RA-negative, but this doesn't fit with our current definition of naive T cell.		naive regulatory T-cell|naive regulatory T lymphocyte|naive regulatory T-lymphocyte	
memory regulatory T cell	CL_0002678	A CD4-positive, CD25-positive alpha-beta regulatory T cell that has encountered antigen.	Cell has been described as being CD45RA-positive in human, but this doesn't fit with our current definition memory T cell.			
natural helper lymphocyte	CL_0002679	A lymphocyte found in adipose tissue that lacks lineage markers of other lymphocytes but is capable of mediating TH2 cytokine responses. This cell type is found in fat associated lymphoid clusters, proliferates in response to IL2 and produce large amounts of TH2 cytokines such as IL5, IL6 and IL13				
PP cell of intestine	CL_0002680	A PP cell found in intestine.				
kidney cortical cell	CL_0002681					
spinal cord interneuron	CL_0005000	A CNS interneuron located in the spinal cord.	Is_a interneuron, part_of UBERON:0002240.			
iridoblast	CL_0005001	A non-terminally differentiated cell that originates from the neural crest and differentiates into an iridophore.	Derived from UBERON:0002342 neural crest.			
xanthoblast	CL_0005002	A non-terminally differentiated cell that differentiates into a xanthophore.				
leucoblast	CL_0005003	A non-terminally differentiated cell that originates from the neural crest and differentiates into a leucophore.				
pigment erythroblast	CL_0005004	A non-terminally differentiated cell that originates from the neural crest and differentiates into an erythrophore.				
cyanoblast	CL_0005005	A non-terminally differentiated cell that originates from the neural crest and differentiates into a cyanophore.				
ionocyte	CL_0005006	Specialized epithelial cells involved in the maintenance of osmotic homeostasis. They are characterized by abundant mitochondria and ion transporters. In amniotes, they are present in the renal system. In freshwater fish, ionocytes in the skin and gills help maintain osmotic homeostasis by absorbing salt from the external environment.				
Kolmer-Agduhr neuron	CL_0005007	Kolmer-Agduhr neurons are ciliated GABAergic neurons that contact the central canal of the spinal cord and have ipsilateral ascending axons.			KA cell|Kolmer-Agduhr cell|KA neuron|KA interneuron	
macular hair cell	CL_0005008	An auditory hair cell located in the macula that is sensitive to auditory stimuli.				
renal principal cell	CL_0005009	A cuboidal epithelial cell of the kidney which regulates sodium and potassium balance. The activity of sodium and potassium channels on the cells apical membrane is regulated by aldosterone and vasopressin. In mammals these cells are located in the renal collecting ducts.				
renal intercalated cell	CL_0005010	A cuboidal epithelial cell of the kidney that regulates acid/base balance.			intercalated cell	
renal alpha-intercalated cell	CL_0005011	A cuboidal epithelial cell of the kidney which secretes acid and reabsorbs base to regulate acid/base balance.				
multi-ciliated epithelial cell	CL_0005012	A ciliated epithelial cell with many cilium.				
single ciliated epithelial cell	CL_0005013	A ciliated epithelial cell with a single cilium.				
auditory epithelial support cell	CL_0005014	A non-sensory cell that extends from the basement membrane to the apical surface of the auditory epithelium and provides support for auditory hair cells.				
inner phalangeal cell	CL_0005015	An auditory epithelial support cell that surrounds the nerve fibers and synapses of the auditory inner hair cells.				
obsolete apical cell	CL_0005016	Obsolete. Use PO:0030007 from Plant Ontology instead. The apical cell is the upper cell formed after the first division of a plant zygote.	replaced_by: PO:0030007			
obsolete plant basal cell	CL_0005017	Obsolete. Use PO:0002002 from Plant Ontology instead. The lower cell formed after the first division of a plant zygote.	replaced_by: PO:0002002			
ghrelin secreting cell	CL_0005018	A cell that secretes ghrelin, the peptide hormone that stimulates hunger.				
